gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20120917_DEN@ATL,4,11,55,DEN,ATL,,,2,M.Prater kicks 65 yards from DEN 35 to end zone Touchback.,14,27,2012
20120917_DEN@ATL,4,11,48,ATL,DEN,1,10,80,(11:48) M.Turner right guard to ATL 21 for 1 yard (J.Mays; K.Brooking).,27,14,2012
20120917_DEN@ATL,4,11,7,ATL,DEN,2,9,79,(11:07) M.Ryan scrambles right tackle to ATL 25 for 4 yards.,27,14,2012
20120917_DEN@ATL,4,10,20,ATL,DEN,3,5,75,(10:20) (Shotgun) M.Ryan sacked at ATL 14 for -11 yards (V.Miller).,27,14,2012
20120917_DEN@ATL,4,9,47,ATL,DEN,4,16,86,(9:47) M.Bosher punts 49 yards to DEN 37 Center-J.Harris. J.Leonhard to DEN 39 for 2 yards (A.Dent; DJ.Davis).,27,14,2012
20120917_DEN@ATL,4,9,35,DEN,ATL,1,10,61,(9:35) (Shotgun) K.Moreno right tackle to DEN 39 for no gain (S.Nicholas).,14,27,2012
20120917_DEN@ATL,4,9,18,DEN,ATL,2,10,61,(9:18) (Shotgun) P.Manning pass short left to D.Thomas to ATL 46 for 15 yards (D.Franks).,14,27,2012
20120917_DEN@ATL,4,8,47,DEN,ATL,1,10,46,(8:47) (Shotgun) P.Manning pass incomplete deep middle to E.Decker.,14,27,2012
20120917_DEN@ATL,4,8,40,DEN,ATL,2,10,46,(8:40) (Shotgun) P.Manning pass short right to D.Thomas to ATL 42 for 4 yards (D.Franks).,14,27,2012
20120917_DEN@ATL,4,8,6,DEN,ATL,3,6,42,(8:06) (Shotgun) P.Manning sacked at DEN 45 for -13 yards (W.Moore).,14,27,2012
20120917_DEN@ATL,4,7,32,DEN,ATL,4,19,55,(7:32) B.Colquitt punts 52 yards to ATL 3 Center-A.Brewer downed by DEN-M.Willis.,14,27,2012
20120917_DEN@ATL,4,7,22,ATL,DEN,1,10,97,(7:22) M.Turner left guard to ATL 6 for 3 yards (J.Mays).,27,14,2012
20120917_DEN@ATL,4,6,36,ATL,DEN,2,7,94,(6:36) M.Ryan pass incomplete short right to L.Polite.,27,14,2012
20120917_DEN@ATL,4,6,30,ATL,DEN,3,7,94,(6:30) (Shotgun) M.Ryan pass incomplete deep left to J.Jones.,27,14,2012
20120917_DEN@ATL,4,6,25,ATL,DEN,4,7,94,(6:25) M.Bosher punts 48 yards to DEN 46 Center-J.Harris. E.Decker pushed ob at ATL 45 for 9 yards (J.Snelling).,27,14,2012
20120917_DEN@ATL,4,6,13,DEN,ATL,1,10,45,(6:13) (Shotgun) P.Manning pass deep right to E.Decker to ATL 27 for 18 yards (S.Weatherspoon).,14,27,2012
20120917_DEN@ATL,4,5,34,DEN,ATL,1,10,27,(5:34) (No Huddle Shotgun) P.Manning sacked at ATL 29 for -2 yards (J.Babineaux).,14,27,2012
20120917_DEN@ATL,4,5,9,DEN,ATL,2,12,29,(5:09) (No Huddle Shotgun) P.Manning pass short right to D.Thomas to ATL 18 for 11 yards (S.Weatherspoon).,14,27,2012
20120917_DEN@ATL,4,4,45,DEN,ATL,3,1,18,(4:45) (Shotgun) W.McGahee left guard to ATL 15 for 3 yards (S.Weatherspoon; S.Nicholas).,14,27,2012
20120917_DEN@ATL,4,4,19,DEN,ATL,1,10,15,(4:19) (Shotgun) P.Manning pass short right to K.Moreno pushed ob at ATL 3 for 12 yards (W.Moore).,14,27,2012
20120917_DEN@ATL,4,4,10,DEN,ATL,1,3,3,(4:10) (Shotgun) P.Manning pass incomplete short left to E.Decker.,14,27,2012
20120917_DEN@ATL,4,4,5,DEN,ATL,2,3,3,(4:05) (Shotgun) W.McGahee left guard to ATL 2 for 1 yard (K.Biermann).,14,27,2012
20120917_DEN@ATL,4,3,34,DEN,ATL,3,2,2,(3:34) (Shotgun) P.Manning pass incomplete short middle to D.Thomas.,14,27,2012
20120917_DEN@ATL,4,3,29,DEN,ATL,4,2,2,(3:29) W.McGahee right guard for 2 yards TOUCHDOWN.,14,27,2012
20120917_DEN@ATL,4,3,29,DEN,ATL,,,2,M.Prater extra point is GOOD Center-A.Brewer Holder-B.Colquitt.,14,27,2012
20120917_DEN@ATL,4,3,29,DEN,ATL,,,2,M.Prater kicks 65 yards from DEN 35 to end zone Touchback.,21,27,2012
20120917_DEN@ATL,4,3,25,ATL,DEN,1,10,80,(3:25) M.Turner left guard to ATL 24 for 4 yards (J.Bannan).,27,21,2012
20120917_DEN@ATL,4,2,40,ATL,DEN,2,6,76,(2:40) M.Turner left tackle to ATL 25 for 1 yard (J.Mays; K.Vickerson).,27,21,2012
20120917_DEN@ATL,4,2,35,ATL,DEN,3,5,75,(2:35) (Shotgun) M.Ryan pass short right to J.Jones to ATL 31 for 6 yards (R.Moore).,27,21,2012
20120917_DEN@ATL,4,2,0,ATL,DEN,1,10,69,(2:00) M.Turner left end to ATL 33 for 2 yards (E.Dumervil).,27,21,2012
20120917_DEN@ATL,4,1,54,ATL,DEN,2,8,67,(1:54) M.Turner right end to ATL 48 for 15 yards (M.Adams).,27,21,2012
20120917_DEN@ATL,4,0,57,ATL,DEN,1,10,52,(:57) M.Ryan kneels to ATL 47 for -1 yards.,27,21,2012
20120917_DEN@ATL,4,0,17,ATL,DEN,2,11,53,(:17) M.Ryan kneels to ATL 45 for -2 yards.,27,21,2012
20120917_DEN@ATL,4,0,17,ATL,DEN,,,53,                      ,27,21,2012
20120920_NYG@CAR,1,0,0,CAR,NYG,,,53,J.Medlock kicks 65 yards from CAR 35 to end zone Touchback.,0,0,2012
20120920_NYG@CAR,1,60,0,NYG,CAR,1,10,80,(15:00) E.Manning pass short right to V.Cruz to NYG 32 for 12 yards (C.Godfrey; J.Anderson).,0,0,2012
20120920_NYG@CAR,1,59,26,NYG,CAR,1,10,68,(14:26) E.Manning pass short right to R.Barden to NYG 40 for 8 yards (L.Kuechly).,0,0,2012
20120920_NYG@CAR,1,58,47,NYG,CAR,2,2,60,(13:47) A.Brown left end to NYG 47 for 7 yards (J.Norman; L.Kuechly). Penalty on CAR-C.Johnson Defensive Offside declined.,0,0,2012
20120920_NYG@CAR,1,58,25,NYG,CAR,1,10,53,(13:25) E.Manning pass incomplete short left to A.Brown [D.Edwards].,0,0,2012
20120920_NYG@CAR,1,58,21,NYG,CAR,2,10,53,(13:21) A.Brown right tackle pushed ob at CAR 22 for 31 yards (H.Nakamura).,0,0,2012
20120920_NYG@CAR,1,57,52,NYG,CAR,1,10,22,(12:52) A.Brown left guard to CAR 22 for no gain (C.Godfrey).,0,0,2012
20120920_NYG@CAR,1,57,13,NYG,CAR,2,10,22,(12:13) E.Manning pass short left to H.Hynoski to CAR 14 for 8 yards (J.Anderson).,0,0,2012
20120920_NYG@CAR,1,56,42,NYG,CAR,3,2,14,(11:42) (Shotgun) E.Manning pass short left to M.Bennett for 14 yards TOUCHDOWN.,0,0,2012
20120920_NYG@CAR,1,56,42,NYG,CAR,,,14,L.Tynes extra point is GOOD Center-Z.DeOssie Holder-S.Weatherford.,0,0,2012
20120920_NYG@CAR,1,56,42,NYG,CAR,,,14,L.Tynes kicks 62 yards from NYG 35 to CAR 3. J.Adams to CAR 18 for 15 yards (K.Rivers).,7,0,2012
20120920_NYG@CAR,1,56,33,CAR,NYG,1,10,82,(11:33) D.Williams left guard to CAR 23 for 5 yards (M.Kiwanuka).,0,7,2012
20120920_NYG@CAR,1,55,53,CAR,NYG,2,6,77,(10:53) (Shotgun) C.Newton pass incomplete deep left to L.Murphy.,0,7,2012
20120920_NYG@CAR,1,55,48,CAR,NYG,3,6,77,(10:48) (Shotgun) C.Newton pass incomplete short left to S.Smith. PENALTY on NYG-C.Webster Defensive Pass Interference 3 yards enforced at CAR 23 - No Play.,0,7,2012
20120920_NYG@CAR,1,55,44,CAR,NYG,1,10,74,(10:44) (Shotgun) C.Newton pass deep left to G.Olsen to CAR 49 for 23 yards (A.Rolle).,0,7,2012
20120920_NYG@CAR,1,55,17,CAR,NYG,1,10,51,(10:17) (No Huddle Shotgun) C.Newton left end to CAR 49 for no gain. Lateral to D.Williams to NYG 44 for 7 yards (C.Webster).,0,7,2012
20120920_NYG@CAR,1,54,52,CAR,NYG,2,3,44,(9:52) (No Huddle Shotgun) D.Williams up the middle to NYG 44 for no gain (J.Tuck).,0,7,2012
20120920_NYG@CAR,1,54,13,CAR,NYG,3,3,44,(9:13) (Shotgun) C.Newton left end to NYG 44 for no gain (J.Pierre-Paul).,0,7,2012
20120920_NYG@CAR,1,53,36,CAR,NYG,4,3,44,(8:36) B.Nortman punts 44 yards to end zone Center-J.Jansen Touchback.,0,7,2012
20120920_NYG@CAR,1,53,30,NYG,CAR,1,10,80,(8:30) A.Brown right guard to NYG 36 for 16 yards (J.Norman).,7,0,2012
20120920_NYG@CAR,1,52,54,NYG,CAR,1,10,64,(7:54) E.Manning pass short right to R.Barden to CAR 43 for 21 yards (L.Kuechly).,7,0,2012
20120920_NYG@CAR,1,52,9,NYG,CAR,1,10,43,(7:09) A.Brown up the middle to CAR 40 for 3 yards (L.Kuechly).,7,0,2012
20120920_NYG@CAR,1,51,32,NYG,CAR,2,7,40,(6:32) (Shotgun) E.Manning pass short left to D.Wilson to CAR 37 for 3 yards (J.Norman).,7,0,2012
20120920_NYG@CAR,1,50,52,NYG,CAR,3,4,37,(5:52) (Shotgun) E.Manning pass short left to V.Cruz to CAR 31 for 6 yards (J.Norman).,7,0,2012
20120920_NYG@CAR,1,50,13,NYG,CAR,1,10,31,(5:13) E.Manning pass short right to A.Brown to CAR 33 for -2 yards (L.Kuechly).,7,0,2012
20120920_NYG@CAR,1,49,36,NYG,CAR,2,12,33,(4:36) (Shotgun) E.Manning pass short right to R.Randle to CAR 29 for 4 yards (C.Gamble).,7,0,2012
20120920_NYG@CAR,1,48,54,NYG,CAR,3,8,29,(3:54) (Shotgun) E.Manning pass incomplete short left to V.Cruz (C.Munnerlyn).,7,0,2012
20120920_NYG@CAR,1,48,50,NYG,CAR,4,8,29,(3:50) L.Tynes 47 yard field goal is GOOD Center-Z.DeOssie Holder-S.Weatherford.,7,0,2012
20120920_NYG@CAR,1,48,50,NYG,CAR,,,29,L.Tynes kicks 61 yards from NYG 35 to CAR 4. J.Adams to CAR 18 for 14 yards (W.Hill).,10,0,2012
20120920_NYG@CAR,1,48,40,CAR,NYG,1,10,82,(3:40) (Shotgun) C.Newton pass incomplete short right to G.Olsen (J.Pierre-Paul).,0,10,2012
20120920_NYG@CAR,1,48,34,CAR,NYG,2,10,82,(3:34) (Shotgun) D.Williams left end to CAR 34 for 16 yards (A.Rolle).,0,10,2012
20120920_NYG@CAR,1,47,58,CAR,NYG,1,10,66,(2:58) D.Williams left end to CAR 39 for 5 yards (C.Blackburn).,0,10,2012
20120920_NYG@CAR,1,47,31,CAR,NYG,2,5,61,(2:31) (Shotgun) C.Newton up the middle to CAR 39 for no gain (J.Tuck).,0,10,2012
20120920_NYG@CAR,1,47,0,CAR,NYG,3,5,61,(2:00) (Shotgun) C.Newton pass incomplete short left to B.LaFell (J.Hosley).,0,10,2012
20120920_NYG@CAR,1,46,44,CAR,NYG,4,5,61,(1:44) B.Nortman punts 39 yards to NYG 22 Center-J.Jansen. R.Randle to NYG 28 for 6 yards (C.Munnerlyn).,0,10,2012
20120920_NYG@CAR,1,46,42,NYG,CAR,1,10,72,(1:42) A.Brown left tackle to NYG 29 for 1 yard.,10,0,2012
20120920_NYG@CAR,1,46,9,NYG,CAR,2,9,71,(1:09) A.Brown up the middle to NYG 48 for 19 yards (H.Nakamura; J.Norman).,10,0,2012
20120920_NYG@CAR,1,45,25,NYG,CAR,1,10,52,(:25) E.Manning pass short left to H.Hynoski to CAR 45 for 7 yards (J.Norman; J.Anderson).,10,0,2012
20120920_NYG@CAR,2,45,0,NYG,CAR,2,3,45,(15:00) E.Manning pass deep left to R.Barden to CAR 25 for 20 yards (J.Norman).,10,0,2012
20120920_NYG@CAR,2,44,27,NYG,CAR,1,10,25,(14:27) A.Brown left guard to CAR 23 for 2 yards (D.Edwards; J.Beason).,10,0,2012
20120920_NYG@CAR,2,43,50,NYG,CAR,2,8,23,(13:50) (Shotgun) E.Manning pass short left to R.Barden to CAR 9 for 14 yards (C.Gamble).,10,0,2012
20120920_NYG@CAR,2,43,15,NYG,CAR,1,9,9,(13:15) (Shotgun) A.Brown left tackle to CAR 2 for 7 yards (J.Norman).,10,0,2012
20120920_NYG@CAR,2,42,48,NYG,CAR,2,2,2,(12:48) A.Brown up the middle to CAR 1 for 1 yard (J.Anderson; J.Beason).,10,0,2012
20120920_NYG@CAR,2,42,8,NYG,CAR,3,1,1,(12:08) A.Brown left guard for 1 yard TOUCHDOWN.,10,0,2012
20120920_NYG@CAR,2,42,8,NYG,CAR,,,1,L.Tynes extra point is GOOD Center-Z.DeOssie Holder-S.Weatherford.,10,0,2012
20120920_NYG@CAR,2,42,8,NYG,CAR,,,1,L.Tynes kicks 70 yards from NYG 35 to CAR -5. J.Adams to CAR 21 for 26 yards (D.Scott).,17,0,2012
20120920_NYG@CAR,2,41,57,CAR,NYG,1,10,79,(11:57) (Shotgun) C.Newton pass incomplete short right to G.Olsen (J.Pierre-Paul).,0,17,2012
20120920_NYG@CAR,2,41,54,CAR,NYG,2,10,79,(11:54) (Shotgun) C.Newton pass incomplete short right to M.Tolbert.,0,17,2012
20120920_NYG@CAR,2,41,49,CAR,NYG,3,10,79,(11:49) (Shotgun) C.Newton pass deep right to B.LaFell to CAR 48 for 27 yards (K.Phillips).,0,17,2012
20120920_NYG@CAR,2,41,7,CAR,NYG,1,10,52,(11:07) (Shotgun) D.Williams left guard to NYG 45 for 7 yards (K.Phillips; M.Kuhn).,0,17,2012
20120920_NYG@CAR,2,40,31,CAR,NYG,2,3,45,(10:31) D.Williams up the middle to NYG 45 for no gain (J.Williams).,0,17,2012
20120920_NYG@CAR,2,39,49,CAR,NYG,3,3,45,(9:49) (Shotgun) C.Newton sacked at CAR 46 for -9 yards (O.Umenyiora).,0,17,2012
20120920_NYG@CAR,2,39,20,CAR,NYG,4,12,54,(9:20) B.Nortman punts 42 yards to NYG 12 Center-J.Jansen fair catch by R.Randle.,0,17,2012
20120920_NYG@CAR,2,39,12,NYG,CAR,1,10,88,(9:12) E.Manning pass short left to V.Cruz to NYG 20 for 8 yards (J.Beason).,17,0,2012
20120920_NYG@CAR,2,38,38,NYG,CAR,2,2,80,(8:38) A.Brown left guard to NYG 23 for 3 yards (L.Kuechly; C.Johnson).,17,0,2012
20120920_NYG@CAR,2,37,55,NYG,CAR,1,10,77,(7:55) E.Manning pass deep left to R.Barden to NYG 44 for 21 yards (J.Norman).,17,0,2012
20120920_NYG@CAR,2,37,12,NYG,CAR,1,10,56,(7:12) (Shotgun) E.Manning pass incomplete short middle to B.Pascoe.,17,0,2012
20120920_NYG@CAR,2,37,6,NYG,CAR,2,10,56,(7:06) A.Brown right guard to NYG 47 for 3 yards (C.Godfrey). PENALTY on NYG-M.Bennett Offensive Holding 10 yards enforced at NYG 44 - No Play.,17,0,2012
20120920_NYG@CAR,2,36,45,NYG,CAR,2,20,66,(6:45) (Shotgun) E.Manning pass deep right to R.Barden to CAR 43 for 23 yards (H.Nakamura).,17,0,2012
20120920_NYG@CAR,2,36,1,NYG,CAR,1,10,43,(6:01) (Shotgun) A.Brown up the middle to CAR 38 for 5 yards (C.Munnerlyn; J.Anderson).,17,0,2012
20120920_NYG@CAR,2,35,15,NYG,CAR,2,5,38,(5:15) (Shotgun) E.Manning pass short right to M.Bennett to CAR 32 for 6 yards (C.Gamble; J.Anderson).,17,0,2012
20120920_NYG@CAR,2,34,39,NYG,CAR,1,10,32,(4:39) D.Wilson up the middle to CAR 34 for -2 yards (J.Anderson).,17,0,2012
20120920_NYG@CAR,2,34,1,NYG,CAR,2,12,34,(4:01) (Shotgun) E.Manning pass short left to V.Cruz to CAR 31 for 3 yards (J.Anderson).,17,0,2012
20120920_NYG@CAR,2,33,19,NYG,CAR,3,9,31,(3:19) (Shotgun) E.Manning pass incomplete short left to R.Randle.,17,0,2012
20120920_NYG@CAR,2,33,17,NYG,CAR,4,9,31,(3:17) L.Tynes 49 yard field goal is GOOD Center-Z.DeOssie Holder-S.Weatherford.,17,0,2012
20120920_NYG@CAR,2,33,17,NYG,CAR,,,31,L.Tynes kicks 65 yards from NYG 35 to end zone Touchback.,20,0,2012
20120920_NYG@CAR,2,33,13,CAR,NYG,1,10,80,(3:13) (Shotgun) C.Newton pass short right to S.Smith to CAR 33 for 13 yards (C.Webster).,0,20,2012
20120920_NYG@CAR,2,33,13,CAR,NYG,1,10,67,(3:13) (Shotgun) C.Newton pass short left to G.Olsen to NYG 49 for 18 yards (K.Phillips).,0,20,2012
20120920_NYG@CAR,2,32,15,CAR,NYG,1,10,49,(2:15) (Shotgun) C.Newton pass short right to G.Olsen to NYG 40 for 9 yards (P.Amukamara).,0,20,2012
20120920_NYG@CAR,2,32,0,CAR,NYG,2,1,40,(2:00) (Shotgun) M.Tolbert right guard to NYG 39 for 1 yard (J.Tuck; J.Williams).,0,20,2012
20120920_NYG@CAR,2,31,30,CAR,NYG,1,10,39,(1:30) (No Huddle Shotgun) C.Newton pass incomplete short right to G.Olsen.,0,20,2012
20120920_NYG@CAR,2,31,29,CAR,NYG,2,10,39,(1:29) (Shotgun) PENALTY on CAR-S.Smith False Start 5 yards enforced at NYG 39 - No Play.,0,20,2012
20120920_NYG@CAR,2,31,29,CAR,NYG,2,15,44,(1:29) (Shotgun) C.Newton pass short right intended for B.LaFell INTERCEPTED by J.Hosley at NYG 39. J.Hosley to NYG 41 for 2 yards (B.LaFell). The Replay Assistant challenged the runner was down by contact ruling and the play was REVERSED. (Shotgun) C.Newton pass short right intended for B.LaFell INTERCEPTED by J.Hosley at NYG 41. J.Hosley to NYG 41 for no gain (B.LaFell).,0,20,2012
20120920_NYG@CAR,2,31,18,NYG,CAR,1,10,43,(1:18) E.Manning scrambles right end to CAR 42 for 1 yard (C.Munnerlyn).,20,0,2012
20120920_NYG@CAR,2,31,18,NYG,CAR,1,10,59,(1:18) E.Manning pass left to R.Barden to CAR 43 for 16 yards (C.Godfrey).,20,0,2012
20120920_NYG@CAR,2,31,18,NYG,CAR,1,10,59,(1:18) (Shotgun) E.Manning pass deep left to R.Barden to CAR 43 for 16 yards (C.Godfrey).,20,0,2012
20120920_NYG@CAR,2,31,2,NYG,CAR,1,10,43,(1:02) (Shotgun) E.Manning scrambles right end ran ob at CAR 42 for 1 yard (F.Alexander).,20,0,2012
20120920_NYG@CAR,2,30,50,NYG,CAR,2,9,42,(:50) (Shotgun) E.Manning pass incomplete short middle to V.Cruz.,20,0,2012
20120920_NYG@CAR,2,30,48,NYG,CAR,3,9,42,(:48) (Shotgun) E.Manning pass incomplete middle to M.Bennett.,20,0,2012
20120920_NYG@CAR,2,30,50,NYG,CAR,3,9,42,(:50) S.Weatherford punts 35 yards to CAR 7 downed by NYG-C.Blackburn.,20,0,2012
20120920_NYG@CAR,2,30,37,CAR,NYG,1,10,92,(:37) (Shotgun) M.Tolbert right guard to CAR 11 for 3 yards (K.Phillips).,0,20,2012
20120920_NYG@CAR,3,30,0,NYG,CAR,,,92,L.Tynes kicks 68 yards from NYG 35 to CAR -3. J.Adams to CAR 20 for 23 yards (S.Paysinger). FUMBLES (S.Paysinger) RECOVERED by NYG-S.Paysinger at CAR 19. S.Paysinger to CAR 19 for no gain (J.Byers).,20,0,2012
20120920_NYG@CAR,3,29,52,NYG,CAR,1,10,19,(14:52) A.Brown left guard to CAR 16 for 3 yards (C.Godfrey).,20,0,2012
20120920_NYG@CAR,3,29,11,NYG,CAR,2,7,16,(14:11) A.Brown right tackle to CAR 16 for no gain (L.Kuechly; C.Johnson).,20,0,2012
20120920_NYG@CAR,3,29,11,NYG,CAR,3,7,16,(14:11) (Shotgun) E.Manning scrambles right guard to CAR 12 for 4 yards (C.Godfrey).,20,0,2012
20120920_NYG@CAR,3,29,11,NYG,CAR,4,3,12,(14:11) L.Tynes 30 yard field goal is GOOD Center-Z.DeOssie Holder-S.Weatherford.,20,0,2012
20120920_NYG@CAR,3,29,11,NYG,CAR,,,12,L.Tynes kicks 65 yards from NYG 35 to end zone Touchback.,23,0,2012
20120920_NYG@CAR,3,27,49,CAR,NYG,1,10,80,(12:49) C.Newton pass short left to M.Tolbert to CAR 34 for 14 yards (J.Hosley; R.Bernard).,0,23,2012
20120920_NYG@CAR,3,27,7,CAR,NYG,1,10,66,(12:07) C.Newton pass incomplete short right to B.LaFell.,0,23,2012
20120920_NYG@CAR,3,27,2,CAR,NYG,2,10,66,(12:02) (Shotgun) D.Williams up the middle to CAR 36 for 2 yards (L.Joseph).,0,23,2012
20120920_NYG@CAR,3,26,26,CAR,NYG,3,8,64,(11:26) (Shotgun) C.Newton pass deep middle to S.Smith to NYG 47 for 17 yards (J.Hosley).,0,23,2012
20120920_NYG@CAR,3,25,51,CAR,NYG,1,10,47,(10:51) M.Tolbert left tackle to NYG 47 for no gain (J.Pierre-Paul; J.Hosley).,0,23,2012
20120920_NYG@CAR,3,25,17,CAR,NYG,2,10,47,(10:17) (Shotgun) C.Newton pass short middle to G.Olsen to NYG 31 for 16 yards (M.Boley).,0,23,2012
20120920_NYG@CAR,3,24,47,CAR,NYG,1,10,31,(9:47) (Shotgun) C.Newton pass short left to L.Murphy to NYG 24 for 7 yards (A.Rolle).,0,23,2012
20120920_NYG@CAR,3,24,17,CAR,NYG,2,3,24,(9:17) (Shotgun) D.Williams left guard to NYG 22 for 2 yards (A.Rolle).,0,23,2012
20120920_NYG@CAR,3,23,54,CAR,NYG,3,1,22,(8:54) (Shotgun) C.Newton up the middle to NYG 20 for 2 yards (K.Phillips).,0,23,2012
20120920_NYG@CAR,3,23,12,CAR,NYG,1,10,20,(8:12) C.Newton pass short left to G.Olsen to NYG 9 for 11 yards (M.Boley).,0,23,2012
20120920_NYG@CAR,3,22,38,CAR,NYG,1,9,9,(7:38) (Shotgun) D.Williams left guard to NYG 1 for 8 yards (M.Boley).,0,23,2012
20120920_NYG@CAR,3,22,12,CAR,NYG,2,1,1,(7:12) (Shotgun) C.Newton up the middle to NYG 1 for no gain (L.Joseph).,0,23,2012
20120920_NYG@CAR,3,21,28,CAR,NYG,3,1,1,(6:28) (Shotgun) C.Newton up the middle for 1 yard TOUCHDOWN.,0,23,2012
20120920_NYG@CAR,3,21,28,CAR,NYG,,,1,J.Medlock extra point is GOOD Center-J.Jansen Holder-B.Nortman.,0,23,2012
20120920_NYG@CAR,3,21,28,CAR,NYG,,,1,J.Medlock kicks 65 yards from CAR 35 to NYG 0. D.Wilson to NYG 19 for 19 yards (K.Onatolu; J.Senn).,7,23,2012
20120920_NYG@CAR,3,21,19,NYG,CAR,1,10,81,(6:19) E.Manning pass deep middle to M.Bennett to NYG 48 for 29 yards (J.Anderson).,23,7,2012
20120920_NYG@CAR,3,20,36,NYG,CAR,1,10,52,(5:36) E.Manning pass short right to V.Cruz to CAR 46 for 6 yards (J.Anderson; C.Gamble).,23,7,2012
20120920_NYG@CAR,3,19,54,NYG,CAR,2,4,46,(4:54) A.Brown up the middle to CAR 44 for 2 yards (R.Edwards).,23,7,2012
20120920_NYG@CAR,3,19,14,NYG,CAR,3,2,44,(4:14) E.Manning pass short middle to V.Cruz to CAR 37 for 7 yards (J.Anderson).,23,7,2012
20120920_NYG@CAR,3,18,35,NYG,CAR,1,10,37,(3:35) A.Brown left tackle to CAR 34 for 3 yards (T.Keiser; J.Beason).,23,7,2012
20120920_NYG@CAR,3,17,56,NYG,CAR,2,7,34,(2:56) (Shotgun) E.Manning pass short middle to M.Bennett to CAR 26 for 8 yards (C.Munnerlyn).,23,7,2012
20120920_NYG@CAR,3,17,18,NYG,CAR,1,10,26,(2:18) E.Manning pass incomplete short right to A.Brown (L.Kuechly).,23,7,2012
20120920_NYG@CAR,3,17,12,NYG,CAR,2,10,26,(2:12) (Shotgun) E.Manning sacked at CAR 32 for -6 yards (F.Alexander).,23,7,2012
20120920_NYG@CAR,3,16,37,NYG,CAR,3,16,32,(1:37) (Shotgun) E.Manning pass short left to A.Brown to CAR 18 for 14 yards (J.Norman).,23,7,2012
20120920_NYG@CAR,3,15,53,NYG,CAR,4,2,18,(:53) L.Tynes 36 yard field goal is GOOD Center-J.Pierre-Paul Holder-S.Weatherford.,23,7,2012
20120920_NYG@CAR,3,15,53,NYG,CAR,,,18,L.Tynes kicks 65 yards from NYG 35 to end zone Touchback.,26,7,2012
20120920_NYG@CAR,3,15,49,CAR,NYG,1,10,80,(:49) C.Newton pass short right to M.Tolbert to CAR 32 for 12 yards (C.Webster).,7,26,2012
20120920_NYG@CAR,3,15,12,CAR,NYG,1,10,68,(:12) (Shotgun) D.Williams left end to CAR 30 for -2 yards (R.Bernard). PENALTY on NYG-P.Amukamara Unnecessary Roughness 15 yards enforced at CAR 30.,7,26,2012
20120920_NYG@CAR,4,15,0,CAR,NYG,1,10,55,(15:00) (Shotgun) C.Newton pass short left to G.Olsen to NYG 39 for 16 yards (A.Rolle).,7,26,2012
20120920_NYG@CAR,4,14,22,CAR,NYG,1,10,39,(14:22) (Shotgun) C.Newton sacked at CAR 49 for -12 yards (sack split by J.Pierre-Paul and M.Boley).,7,26,2012
20120920_NYG@CAR,4,13,47,CAR,NYG,2,22,51,(13:47) (Shotgun) C.Newton pass incomplete deep middle to L.Murphy (P.Amukamara).,7,26,2012
20120920_NYG@CAR,4,13,42,CAR,NYG,3,23,51,(13:42) (Shotgun) C.Newton pass deep middle intended for G.Olsen INTERCEPTED by M.Boley at NYG 35. M.Boley to CAR 48 for 17 yards (R.Kalil; K.Pilares).,7,26,2012
20120920_NYG@CAR,4,13,31,NYG,CAR,1,10,48,(13:31) A.Brown left tackle to CAR 41 for 7 yards (C.Godfrey; L.Kuechly).,26,7,2012
20120920_NYG@CAR,4,12,45,NYG,CAR,2,3,41,(12:45) E.Manning pass short left to R.Barden to CAR 31 for 10 yards (J.Norman).,26,7,2012
20120920_NYG@CAR,4,12,5,NYG,CAR,1,10,31,(12:05) (Shotgun) A.Brown left end pushed ob at CAR 30 for 1 yard (J.Anderson).,26,7,2012
20120920_NYG@CAR,4,11,40,NYG,CAR,2,9,30,(11:40) (Shotgun) E.Manning pass short right to R.Barden to CAR 25 for 5 yards (F.Alexander).,26,7,2012
20120920_NYG@CAR,4,10,56,NYG,CAR,3,4,25,(10:56) (Shotgun) E.Manning pass short right to M.Bennett to CAR 13 for 12 yards (C.Gamble; C.Godfrey). PENALTY on CAR-C.Godfrey Face Mask (15 Yards) 7 yards enforced at CAR 13.,26,7,2012
20120920_NYG@CAR,4,10,25,NYG,CAR,1,6,6,(10:25) (Shotgun) E.Manning pass incomplete short left to R.Barden (J.Norman).,26,7,2012
20120920_NYG@CAR,4,10,20,NYG,CAR,2,6,6,(10:20) (Shotgun) E.Manning pass short right to A.Brown to CAR 1 for 5 yards (C.Godfrey; L.Kuechly).,26,7,2012
20120920_NYG@CAR,4,9,42,NYG,CAR,3,1,1,(9:42) A.Brown left guard for 1 yard TOUCHDOWN.,26,7,2012
20120920_NYG@CAR,4,9,42,NYG,CAR,,,1,L.Tynes extra point is GOOD Center-J.Pierre-Paul Holder-S.Weatherford.,26,7,2012
20120920_NYG@CAR,4,9,42,NYG,CAR,,,1,L.Tynes kicks 68 yards from NYG 35 to CAR -3. J.Adams to CAR 25 for 28 yards (D.Scott).,33,7,2012
20120920_NYG@CAR,4,9,34,CAR,NYG,1,10,75,(9:34) (Shotgun) C.Newton pass short left to S.Smith to NYG 42 for 33 yards (A.Rolle).,7,33,2012
