Country,City,AccentCity,Region,Population,Latitude,Longitude
ru,chentsy,Chentsy,37,,57.548235,40.901096
ru,panyukovo,Panyukovo,47,,55.78493,35.398955
af,shadgani,Shadgani,29,,32.919285,69.443726
cn,guijiaheba,Guijiaheba,26,,33.315065,107.873653
lv,surikova,Surikova,03,,56.9333333,27.6
ru,imeni ordzhonikidze,Imeni Ordzhonikidze,51,,54.8305,43.781604
de,klausen,Klausen,08,,49.9,6.883333
fr,landser,Landser,C1,,47.683874,7.394004
ir,yafdam,Yafdam,04,,26.81,60.0875
ro,temeskalacsa,Temeskalacsa,36,,45.949167,21.143611
ua,borisoglebovka,Borisoglebovka,02,,51.586713,30.834292
ec,hacienda ingenio,Hacienda Ingenio,18,,-0.1666667,-78.3833333
kz,tasay,Tasay,10,,42.366667,69.716667
gr,males,Máles,45,,35.0833333,25.5833333
kr,sangjwadong,Sangjwadong,14,,36.55,128.5
cl,pocuro,Pocuro,01,,-32.883333,-70.633333
kr,keunmasil,Keunmasil,17,,37.050556,126.520556
kz,imeni stalina,Imeni Stalina,14,,44.95,65.716667
cn,songgui zhen,Songgui Zhen,30,,22.901121,111.768581
tw,pengpeng,Pengpeng,04,,23.8166667,121.0166667
us,coesfield,Coesfield,TX,,33.8183333,-97.0316667
ua,sernky seredni,Sernky Seredni,06,,49.291203,24.733518
es,vilarrobau,Vilarrobau,56,,42.163312,3.007958
vn,ap go cao,Ap Go Cao,24,,10.883333,106.416667
zr,kabamba,Kabamba,05,,-11.55,26.1
pk,bharjali,Bharjali,04,,30.608803,70.389785
af,khele bala,Khele Bala,09,,33.516014,64.387664
pk,doda banda,Doda Banda,03,,35.232294,72.93411
mz,catechano,Catechano,03,,-21.1408333,34.5330556
et,agac,Agac,49,,7.616667,33.85
us,east irondale,East Irondale,AL,,33.5305556,-86.6888889
ru,kamentsa,Kamentsa,77,,56.271881,33.42829
mx,campo ciento siete,Campo Ciento Siete,06,,28.833333,-107.05
cd,kaseya,Kaseya,05,,-5.55,26.8
kr,wonbongam,Wonbongam,03,,35.844703,127.337617
ir,mojeybel,Mojeybel,15,,31.374,49.2197
de,bonnland,Bonnland,02,,50.05,9.866667
vu,taal netan,Taal Nétan,11,,-16.5,168.2
th,ban na sinuan,Ban Na Sinuan,76,,17.422667,102.461972
al,(( shengjergj )),(( Shëngjergj )),44,,40.8833333,19.5833333
zr,gobolole,Gobolole,00,,-9.4333333,27.3833333
fr,la haye-le-comte,La Haye-le-Comte,A7,,49.2,1.15
it,sulzano,Sulzano,09,,45.683333,10.083333
ba,vukovic,Vukovic,01,,43.7569444,18.0508333
in,pathariyajagan,Pathariyajagan,35,,24.1621,78.3634
in,saunsari,Saunsari,36,,26.9896,79.7485
cn,dashansi,Dashansi,32,,28.694656,103.807972
pe,piyai,Piyai,03,,-14.2166667,-72.6833333
cn,tongxingjie,Tongxingjie,04,,34.416667,119.4
ph,kabacnang,Kabacnang,H6,,17.9124,121.1613
ph,gaongan,Gaongan,16,,13.7571,122.9647
de,rorichum,Rorichum,06,,53.316667,7.35
ua,vylayaruzki,VylaYaruzki,23,,48.444992,28.037624
cn,shangguan zhen,Shangguan Zhen,18,,25.828056,105.615
jo,umm el quttein,Umm el Quttein,02,,32.315628,36.629441
zr,yobo,Yobo,02,,-5.0666667,20.0333333
us,seaton spring,Seaton Spring,TN,,35.8113889,-83.4958333
ma,bouigra,Bouigra,47,,31.210529,-8.843809
ph,caniogan dacquel,Caniogan Dacquel,29,,17.5,120.433333
cn,bajiaomiao,Bajiaomiao,01,,31.467557,118.171612
tw,lahaoshe,Lahaoshe,04,,24.8,121.35
ru,almenevo,Almenevo,53,,56.457209,76.234474
af,konakbande,Konakbande,34,,35.343589,71.512061
us,ferguson spring,Ferguson Spring,KY,,36.8511111,-88.0391667
ru,ushiro,Ushiro,64,,48.85,141.933333
ma,taourirt,Taourirt,58,,33.833531,-4.00553
ao,quiquiumba,Quiquiumba,15,,-7.185586,16.211861
pk,chak munshi,Chak Munshi,04,,31.885561,72.357007
zr,kangala,Kangala,00,,-3.9833333,23.6333333
us,valle vista,Valle Vista,CA,,37.8227778,-122.1377778
hu,berekret,Berekrét,02,,46.166667,18.416667
ir,jahad nab,Jahad Nab,23,,33.250282,48.206611
ve,el diamante,El Diamante,23,,10.4261111,-71.3630556
sr,wasjabo,Wasjabo,18,,5.2166667,-57.1833333
gw,poncon,Poncon,05,,11.5833333,-15.4333333
pt,corte de sao tome,Corte de São Tomé,09,,37.375309,-7.543679
gf,village creole,Village Créole,00,,3.2166667,-53.7166667
si,prelesje,Prelesje,04,,46.0666667,14.2
jo,samad,Samad,02,,32.459868,35.832213
cn,waiqiaowu,Waiqiaowu,02,,29.911777,120.663878
gm,banenko simaila,Banenko Simaila,04,,13.2833333,-14.1333333
ne,batata,Batata,04,,13.5166667,7.3666667
id,tegalena,Tegalena,30,,-7.1468,108.566
us,eagle center,Eagle Center,IA,,42.3408333,-92.3572222
gn,kobeleya,Kobèlèya,16,,10.4833333,-12.7
az,yeni sarif,Yeni Sarif,10,,41.725831,46.243595
sv,quitasol,Quitasol,03,,14.0666667,-89.15
ru,kopeyki,Kopeyki,77,,56.032635,32.828261
jp,yorojima,Yorojima,18,,28.05,129.166667
us,claytonville,Claytonville,TX,,32.6150000,-100.5255556
ba,orahovica gornja,Orahovica Gornja,01,,44.4836111,18.3975
se,aspas,Äspås,08,,57.45,13.566667
ve,los chorritos,Los Chorritos,07,,10.1,-68.2666667
cn,maopingshan,Maopingshan,32,,31.417555,107.60698
ye,`aqabat nu`man,`Aqabat Nu`man,14,,14.6333333,45.5833333
kr,chiildong,Chiildong,14,,35.9925,128.797778
sd,el megeifa,El Megeifa,27,,13.8833333,32.2333333
hu,kontra sor,Kontra Sor,03,,46.816667,20.85
kh,peam sres,Peam Sres,01,,13.55,103.1333333
tz,ikungu,Ikungu,16,,-4.2,34.65
cn,nangan,Nangan,09,,32.158889,114.404444
mg,ambodivoananto,Ambodivoananto,04,,-19.2,48.9
gn,seymana,Seymana,26,,11.2833333,-9.2333333
zm,kayama,Kayama,04,,-17.85,25.5333333
ir,shatman,Shatman,01,,36.284,45.4616
ng,chukum,Chukum,26,,7.416667,8.566667
la,ban pakko,Ban Pakko,07,,20.871389,102.141389
us,waimea,Waimea,HI,,21.9583333,-159.6708333
br,umbu,Umbu,26,,-27.5,-51.466667
th,ban rai pru,Ban Rai Pru,11,,16.666667,99.683333
ng,etiti-ulo,Etiti-Ulo,45,,5.534206,7.645293
tr,hacisuleyman,Hacisuleyman,93,,40.796274,31.25311
bg,zar-kalojan,Zar-Kalojan,51,,42.0166667,24.7
in,latifgarh,Latifgarh,36,,29.5725,77.417222
ao,guanza saca,Guanza Saca,06,,-10.679511,14.502713
id,linu,Linu,07,,-6.6736,110.6841
br,nevez,Nevez,15,,-19.783333,-44.1
cf,laodeka,Laodeka,02,,4.7166667,21.0166667
eg,heracleopolis magna,Heracleopolis Magna,18,,29.0891667,30.9411111
bo,estancia cala carita grande,Estancia Cala Carita Grande,05,,-17.85,-66.7333333
pl,linowo,Linowo,85,,53.647289,20.962016
pt,capeludos de aguiar,Capeludos de Aguiar,21,,41.624742,-7.631096
us,matthews,Matthews,AL,,32.2652778,-86.0038889
cn,lugou,Lugou,01,,33.016667,116.575
id,loji,Loji,07,,-6.7272,110.8698
co,san clemente,San Clemente,20,,1.611927,-77.193785
mx,san jose de la era,San José de la Era,32,,22.85,-102.933333
pl,lubieszow,Lubieszow,76,,51.539114,15.151035
cy,mazotos,Mazotos,03,,34.8083333,33.4875
pl,dziecioly dalsze,Dziecioly Dalsze,78,,52.596142,22.293248
at,waisach,Waisach,02,,46.737778,13.230556
hr,valle san pietro,Valle San Pietro,12,,44.7975,14.7247222
es,vallcebre,Vallcebre,56,,42.20347,1.818155
ro,botesti,Botesti,40,,45.533333,27.4
ge,kisoret'i,Kisoret'i,55,,42.4258333,42.8736111
ir,`aladar-e bala,`Aladar-e Bala,41,,32.815552,59.252983
it,villa littorio,Villa Littorio,04,,40.366667,15.333333
cn,hujindian,Hujindian,12,,31.072224,113.658121
af,taraka-i-`abdullah khan,Taraka-i-`Abdullah Khan,11,,34.305981,61.841812
kp,paktaekol,Paktaekol,06,,38.1122222,126.0225
mm,yawngraik,Yawngraik,11,,23.0333333,99.15
bg,golemin,Golemin,43,,41.6,25.2333333
mx,el zapote,El Zapote,04,,18.223611,-91.783333
mm,thabyuzeik,Thabyuzeik,03,,17.75,95.3
by,bobynichi,Bobynichi,07,,55.2833333,28.4166667
pk,basti tarkhana,Basti Tarkhana,04,,28.949623,70.901175
br,sitio granada,Sítio Granada,18,,-23.088869,-52.082728
us,gary,Gary,GA,,32.5575000,-82.3186111
af,paytaw,Paytaw,09,,34.832691,65.305183
mx,taciroc,Taciroc,14,,21.083333,-102.316667
pl,kolonia jaski,Kolonia Jaski,74,,51.279266,18.292139
vn,van phuoc hung,Van Phuoc Hung,27,,14.933333,108.833333
ie,baile an chinneidigh,Baile an Chinnéidigh,31,,53.0897222,-6.1119444
ch,jeuss,Jeuss,06,,46.904053,7.162724
mm,chaungthongwa,Chaungthongwa,09,,17.3666667,95.7166667
fr,arbis,Arbis,97,,44.678684,-.245509
pg,waigani,Waigani,03,,-10.3166667,150.25
us,carolina mountains,Carolina Mountains,NC,,35.4494444,-82.1722222
ru,zaozernaya,Zaozernaya,64,,48.366667,142.666667
pk,bhakari,Bhakari,04,,32.960695,72.876147
de,schweinheim,Schweinheim,07,,50.616667,6.866667
se,eke,Eke,26,,59.816667,18.783333
so,samaysa dheer,Samaysa Dheer,03,,9.8666667,49.1
me,rzani do,Rzani Do,00,,42.513611,18.838611
id,kepunduhan,Kepunduhan,07,,-6.8977,109.2099
de,wendeburg,Wendeburg,06,,52.333333,10.4
gb,llandulas,Llandulas,Y8,,52.05,-3.633333
ru,lesouchastok vtoroy,Lesouchastok Vtoroy,39,,56.0172,94.0493
de,langelage,Langelage,06,,52.366667,8.25
ug,kayanja,Kayanja,74,,-0.1,31.05
na,haisisera,Haisisera,34,,-17.8333333,19.0833333
ru,serkina,Serkina,63,,59.383333,112.516667
gb,peasenhall,Peasenhall,N5,,52.266667,1.45
ph,tugot,Tugot,30,,10.9813,122.587
ru,khyr-kasy,Khyr-Kasy,16,,55.865834,47.297626
fr,lansac,Lansac,97,,45.061758,-.542524
tn,al `ayayishah,Al `Ayayishah,30,,34.317482,9.265349
in,surul,Surul,16,,17.95,73.983333
cd,okoka niumbi,Okoka Niumbi,00,,-3.933333,23.366667
sy,qusaybiyah,Qusaybiyah,14,,35.0833333,36.0
kh,phumi chumreah pen,Phumi Chumreah Pen,19,,11.1666667,104.7833333
ly,es-slahat,Es-Slahát,57,,32.1272222,13.1
ir,sattani,Sattani,04,,25.780374,61.115087
me,trmanje,Trmanje,00,,42.6475,19.344722
pk,bet utera,Bet Utera,04,,30.404393,70.797501
in,dikrum,Dikrum,03,,26.166667,93.566667
tw,hsiaputing,Hsiaputing,04,,25.0166667,121.0333333
ng,dembori,Dembori,46,,10.278515,10.313802
cn,lizigu,Lizigu,28,,39.5,117.333333
ru,yandi,Yandi,20,,54.6,103.266667
rs,mala lomnica,Mala Lomnica,00,,43.006944,22.145278
ir,qisbeh,Qisbeh,15,,30.496111,48.286389
es,villamarzo,Villamarzo,34,,43.227625,-6.914401
ir,dowhondeh,Dowhondeh,08,,37.3481,49.2944
pe,antacancha,Antacancha,09,,-12.9905556,-75.5213889
ma,ich afoudane,Ich Afoudane,55,,29.652191,-9.957474
de,rosensdorf,Rosensdorf,12,,53.066667,11.35
kr,unmahyon,Unmahyon,06,,38.239722,127.624167
ec,guapara,Guapara,10,,-1.9666667,-79.7333333
kr,mulchon,Mulchon,14,,35.869722,129.283056
mg,mafaitaka,Mafaitaka,02,,-23.8166667,47.5833333
pk,nihalwala,Nihalwala,04,,29.364212,70.824016
ml,zon,Zon,04,,13.85,-3.1166667
pt,vale madeiros,Vale Madeiros,19,,37.966243,-8.537321
gy,melville,Melville,14,,6.9666667,-58.4666667
ru,geyne lakhta,Geyne Lakhta,42,,60.65,28.366667
us,cliff mills,Cliff Mills,VA,,38.7208333,-77.9086111
af,pakpulagh,Pakpulagh,27,,33.998192,68.25679
nz,conical hill,Conical Hill,F2,,-46.066667,169.233333
sn,koubalar,Koubalar,12,,12.8872222,-16.2122222
af,tarakeh-ye `abdollah khan,Tarakeh-ye `Abdollah Khan,11,,34.305981,61.841812
zr,kibiasu,Kibiasu,08,,-5.0166667,16.0333333
us,hemlock,Hemlock,VA,,37.0691667,-80.2158333
al,burrani,Burrani,42,,41.4547222,19.8258333
tr,kuyumcutekke,Kuyumcutekke,68,,40.196192,31.964055
ru,kochanovka,Kochanovka,41,,51.6131,35.1825
de,doingen,Döingen,07,,50.933333,7.816667
ru,kotrokhovo,Kotrokhovo,21,,56.641431,42.449267
ci,kiramesse,Kiramesse,92,,8.418058,-3.750332
pl,strupin maly,Strupin Maly,75,,51.105621,23.516667
es,valle del alamo,Valle del Álamo,51,,37.283333,-7.183333
br,acarai,Acaraí,06,,-3.016667,-39.633333
us,bellevue manor trailer park,Bellevue Manor Trailer Park,MT,,48.4075000,-115.5930556
ro,cernatul-de-sus,Cernatul-de-Sus,15,,45.966667,26.016667
tr,vengah,Vengâh,24,,39.323198,38.475892
bg,razvalini kara agach,Razvalini Kara Agach,43,,42.1,25.5833333
ru,shirokovtsy,Shirokovtsy,33,,58.332674,50.468269
cn,shiyangshao,Shiyangshao,11,,27.906944,109.654444
mx,tlaquetzala,Tlaquetzala,12,,17.716667,-98.533333
tr,kamiscik,Kamiscik,46,,38.113964,36.87312
de,taxberg,Taxberg,02,,48.516667,11.15
us,cameron villa farms,Cameron Villa Farms,VA,,38.7802778,-77.1377778
id,patulana ujung,Patulana Ujung,41,,-2.0428,119.2126
jp,hiyagon,Hiyagon,47,,26.308889,127.816944
tw,kungpeitsun,Kungpeitsun,04,,23.5666667,119.6
id,djalambar,Djalambar,04,,-6.1604,106.7847
bg,krepca,Krepca,52,,43.4666667,26.1333333
us,carpenter,Carpenter,CA,,37.6133333,-122.0433333
in,chorten,Chorten,12,,34.6375,76.416667
in,palaiyamkottai,Palaiyamkottai,25,,8.716667,77.733333
br,buritizal,Buritizal,14,,-15.733333,-54.45
mx,el cacao,El Cacao,12,,17.333333,-100.3
iq,abd al husayn,Abd al Husayn,10,,33.6977778,45.0255556
iq,sumaqah,Sumaqah,05,,34.8747222,45.0925
hu,mariatelep,Máriatelep,21,,46.683333,18.816667
br,lagoa dos currais,Lagoa dos Currais,22,,-5.883333,-35.516667
lv,medzulas muiza,Medzulas Muiza,20,,57.0166667,25.95
by,yasevichi,Yasevichi,07,,55.0833333,27.8666667
ru,vozheil,Vozheil,80,,57.169574,53.067666
id,bungi,Bungi,22,,-4.8588,122.665
cn,tangqiaopo,Tangqiaopo,30,,21.735593,110.809934
cn,yunhwo,Yünhwo,02,,28.110833,119.563889
id,coppawengang,Coppawengang,38,,-4.1236,120.0341
ru,sliznevo,Sliznëvo,33,,58.116667,50.583333
kr,pophwandong,Pophwandong,01,,33.238889,126.512778
ru,maloye kiselevo,Maloye Kiselëvo,21,,57.289205,42.730212
ng,oriyanrin,Oriyanrin,48,,6.642435,4.450532
ir,hudar,Hudar,23,,33.7816,47.6707
la,muong moune,Muong Moune,16,,21.3,101.1
lt,pagrinai,Pagrinai,58,,55.3194444,21.4822222
pl,domacyno,Domacyno,87,,53.972101,15.754069
ma,ait dahmah,Aït Dahmah,55,,30.545688,-8.580562
ir,bagh behzad,Bagh Behzad,03,,31.450756,51.170722
pe,pampa de yajasi,Pampa de Yajasi,11,,-14.1333333,-75.7
sd,el feid,El Feid,34,,11.5166667,31.1333333
ir,samabad,Samabad,39,,34.7057,51.0957
at,sankt stefan,Sankt Stefan,02,,46.566667,13.866667
cn,beijie,Beijie,04,,33.749479,119.167957
td,guim,Guim,06,,14.0413889,14.3805556
lt,kupsciai,Kupsciai,60,,55.2994444,23.6877778
si,nadbisec,Nadbisec,09,,46.55,15.85
id,seloe,Seloe,30,,-6.886111,107.808889
th,ban khao phanom baek,Ban Khao Phanom Baek,60,,9.45,99.133333
us,bee rock,Bee Rock,CA,,35.7872222,-120.9380556
id,wadungan,Wadungan,07,,-7.646389,109.000556
tr,buyukbaskoy,Buyukbaskoy,12,,39.113828,40.447374
th,ban na pu ta,Ban Na Pu Ta,73,,16.937076,104.393946
cn,paifengling,Paifengling,02,,27.202142,120.414119
pe,gasacpata,Gasacpata,15,,-10.5563889,-76.7461111
cd,makomu,Makomu,02,,2.2,21.166667
sy,kansafrah,Kansafrah,12,,35.65,36.4666667
id,ketanggung kidul,Ketanggung Kidul,08,,-8.2712,112.4622
ru,savokhnovo,Savokhnovo,60,,57.8274,28.4283
id,pasirkananga,Pasirkananga,30,,-7.1655,106.8805
gh,asaman krofuso,Asaman Krofuso,02,,6.7333333,-1.5
mz,mafunga,Mafunga,08,,-16.9280556,34.825
af,junubi garay,Junubi Garay,28,,32.60515,67.577487
tr,lalusagi,Lalusagi,62,,38.916667,38.883333
ru,katino,Katino,29,,54.066667,86.083333
mg,ambodimangasoa,Ambodimangasoa,01,,-13.8833333,48.1333333
za,saint augustine's,Saint Augustine's,02,,-28.288721,30.578194
iq,bouzan,Bouzan,05,,35.5666667,45.9666667
ma,id laarf,Id Lâarf,55,,29.484349,-9.345821
cl,talca,Talca,07,,-30,-71.016667
cn,huabi,Huabi,11,,26.421111,109.799167
ro,pojorita,Pojorita,38,,46.383333,27.333333
co,charco grande,Charco Grande,04,,10.913091,-75.024567
my,kampong paya kepong,Kampong Paya Kepong,01,,2.2177,102.4993
tr,sarayyeri,Sarayyeri,93,,40.863188,31.135375
id,temanting,Temanting,13,,.75,114.116667
id,tiangka,Tiangka,38,,-3.091,119.9242
eg,nazlet el huseishi,Nazlet el Huseishi,04,,29.3333333,30.7833333
cg,lekety,Lekety,08,,-1.5933333,14.9555556
pk,chah lilanwala,Chah Lilanwala,04,,30.796062,72.030278
gw,siacha asse,Siachã Assê,04,,12.5333333,-14.7333333
iq,nasir al husayn,Nasir al Husayn,10,,33.55,44.8
ir,omm ol khesey-ye sofla,Omm ol Khesey-ye Sofla,15,,30.7514,49.4584
rs,tamnavska mala,Tamnavska Mala,00,,44.5025,19.869167
cd,bangbagatome,Bangbagatome,09,,2.5,24.85
cn,shijiapu,Shijiapu,11,,29.769871,111.448581
th,ban nong nam sai,Ban Nong Nam Sai,80,,13.85,102.383333
tw,masuchiangkou,Masuchiangkou,04,,25.18,121.6897222
it,fittasi sottano,Fittasi Sottano,15,,37.9,12.65
cn,dashuidonggou,Dashuidonggou,19,,41.088436,124.030813
fr,autreche,Autrèche,A3,,47.525399,.995455
ir,shahidan,Shahidan,04,,27.065491,61.202016
ml,dialakoro djitoumou,Dialakoro Djitoumou,07,,12.0552778,-7.8233333
ph,binimbingan,Binimbingan,22,,6.439041,121.958893
pl,nowe brusno,Nowe Brusno,80,,50.245516,23.310579
ve,la hoya,La Hoya,22,,10.5188889,-68.4133333
cn,longting,Longting,32,,30.2647,106.3873
bg,kara-musal,Kara-Musal,51,,42.2833333,24.1333333
ec,espinel,Espinel,19,,-1.1833333,-78.5166667
de,haag,Haag,08,,49.816667,7.033333
vn,huong tinh,Huong Tinh,65,,9.576667,106.047222
de,poseritz,Poseritz,12,,54.3,13.283333
fi,fredrikshamn,Fredrikshamn,13,,60.566667,27.2
bg,vidrare,Vidrare,58,,42.9833333,24.0166667
ir,omm ol tarfeh,Omm ol Tarfeh,15,,31.202672,48.816644
be,schopen,Schopen,04,,50.75,5.783333
de,bergen,Bergen,14,,52.1,11.366667
ru,manadyshi vtoryye,Manadyshi Vtoryye,46,,54.77119,45.988724
tr,kinyanis,Kinyanis,70,,37.258058,43.903922
cm,abek,Abek,14,,2.4333333,12.2833333
pl,pasztowa wola,Pasztowa Wola,78,,51.15753,21.3421
pe,san miguel hacienda,San Miguel Hacienda,21,,-15.9333333,-70.0833333
gm,momodu kunda,Momodu Kunda,04,,13.3333333,-14.2666667
ru,uzhovo,Uzhovo,62,,54.1235,42.1075
bg,zimovina,Zimovina,43,,41.7,25.6666667
ye,al qurun,Al Qurun,10,,15.4622222,43.5047222
cn,xucheng,Xucheng,25,,35.916667,116.4
hr,becic,Becic,02,,45.1919444,17.7075
cn,caimatou,Caimatou,04,,33.707788,119.496739
bd,munshi mathabhanga,Munshi Mathabhanga,80,,23.6333333,90.7666667
ua,dubrovka,Dubrovka,18,,50.037557,33.515422
my,kampong kepong,Kampong Kepong,12,,3.216667,101.633333
cn,chiuhsunho,Chiuhsünho,08,,49.35,128.083333
us,stockport,Stockport,IA,,40.8575000,-91.8350000
cn,xishanping,Xishanping,02,,29.388674,121.006833
cn,yazhou,Yazhou,18,,25.8675,107.126944
cn,chongyi,Chongyi,10,,36.702222,114.131667
cd,kamulete,Kamulete,00,,1.55,28.333333
jp,kaba,Kaba,24,,38.423246,141.119288
us,canyon run,Canyon Run,AZ,,33.3327778,-111.8816667
de,kolonie tieckow,Kolonie Tieckow,11,,52.466667,12.45
iq,tall al bahri,Tall al Bahri,15,,36.5561111,42.1713889
bo,salla carmen,Salla Carmen,06,,-10.2333333,-65.7333333
id,potu,Potu,18,,-8.6643,121.7186
id,lemahluhur,Lemahluhur,30,,-6.995556,107.583611
ir,zarami,Zarami,08,,37.9791,48.8584
zm,sankumbwa,Sankumbwa,03,,-16.1,24.1
fr,la roque d'esclapon,La Roque d'Esclapon,B8,,43.72283,6.628003
pt,senhora das febres,Senhora das Febres,07,,40.401979,-8.632021
mx,rancho las milpas,Rancho Las Milpas,26,,28.366667,-109.966667
co,alto la belleza,Alto La Belleza,26,,5.935278,-73.866389
af,skhawr-i-bala,Skhawr-i-Bala,01,,36.744472,71.952613
br,sitio bernardo,Sítio Bernardo,18,,-25.8911,-49.028
br,moenda,Moenda,05,,-13.4,-39.4
ru,vtoraya novoselovka,Vtoraya Novosëlovka,08,,55.383333,56.9
th,ban hua lieo,Ban Hua Lieo,68,,7.244306,100.531361
fr,liffol-le-petit,Liffol-le-Petit,A4,,48.297566,5.5261
by,nowa wies,Nowa Wies,03,,54.7166667,26.0166667
ir,samsalu,Samsalu,01,,37.6319,45.0915
cz,jihlava,Jihlava,80,50818,49.4,15.583333
tr,sogutlu,Sogutlu,65,,39.239876,43.292778
us,charlotte center,Charlotte Center,NY,,42.3044444,-79.2380556
cm,adjap,Adjap,14,,2.1833333,11.1333333
cd,olemanu,Olemanu,00,,-2.583333,24.233333
lb,bragta,Bragta,05,,34.0666667,35.8
cn,xindong,Xindong,02,,30.306457,120.172722
ie,belmuliet,Belmuliet,20,,54.225,-9.9908333
us,happy corner,Happy Corner,NH,,45.0863889,-71.3133333
mm,tawgyi,Tawgyi,07,,20.5666667,94.7833333
iq,tall umm kufayshah,Tall Umm Kufayshah,06,,33.2172222,44.0841667
kh,mohar,Môhâr,05,,12.8333333,104.9833333
ua,lubin,Lubin,18,,50.016254,32.996938
cy,yenikoy,Yeniköy,06,,35.0252778,32.3647222
az,lev,Lev,26,,40.260857,46.100095
kz,imeni tret'yey pyatiletki,Imeni Tret'yey Pyatiletki,01,,43.6,79.35
ru,staroye chetovo,Staroye Chëtovo,46,,54.177556,43.133009
id,tadugilimara,Tadugilimara,18,,-9.9114,120.0414
tr,sabirli,Sabirli,85,,41.152129,31.373328
ua,krichanovka,Krichanovka,23,,48.589697,27.857998
bd,bhatpara,Bhatpara,86,,25.05,92.0166667
vu,elia,Elia,13,,-15.2666667,166.6666667
et,embabo,Embabo,51,,9.733333,37.566667
ph,simpa,Simpa,31,,17.016667,121.9
ua,skomoroshni,Skomoroshni,23,,49.329147,29.44015
lk,kuda siyambalagashena,Kuda Siyambalagashena,32,,7.8833333,79.9333333
cn,langping,Langping,26,,34.892481,107.134307
lb,el matmoura,El Matmoûra,06,,33.11,35.2152778
eg,fuwah,Fuwah,21,,31.2025,30.5472222
cn,langang,Langang,30,,22.301151,112.26899
ir,dashtgu,Dashtgu,25,,36.028524,53.825101
pk,kot jiwan shah,Kot Jiwan Shah,04,,30.85,73.251111
cn,qingtianping,Qingtianping,11,,29.032778,110.223611
ao,xa-cabolo,Xá-Cabolo,17,,-10.316667,18.566667
ir,qaturlar,Qaturlar,33,,39.1882,47.1992
ua,doroshuv velikiy,Doroshuv Velikiy,15,,49.950733,24.056758
cn,taili,Taili,24,,36.6,112.716667
us,westcliffe,Westcliffe,SC,,34.8652778,-82.4686111
cn,baian,Baian,04,,31.55857,121.234693
lk,medakanda,Medakanda,32,,7.4666667,80.4833333
tr,kilincli koy,Kilincli Koy,44,,38.791773,38.643529
jp,kannombayashi,Kannombayashi,16,,40.321389,141.376111
ma,tazakhat,Tazakhat,58,,35.01111,-4.46698
hu,kisapatihegy,Kisapátihegy,23,,46.85,17.466667
zr,ngero mondjoi,Ngero Mondjoi,02,,-0.65,17.9166667
ru,vyatka,Vyatka,77,,57.4,33.016667
iq,`abd al kassarah,`Abd al Kassarah,10,,33.9833333,44.6833333
us,danceys corner,Danceys Corner,NJ,,39.7013889,-75.4391667
lr,matumekole,Matumekole,05,,7.2194444,-10.2677778
ph,kansamada,Kansamada,37,,11.061667,124.935278
pe,huancayani,Huancayani,04,,-15.58,-71.6441667
be,sauheid,Sauheid,04,,50.6,5.6
rs,karamanica,Karamanica,00,,42.3525,22.321667
fr,la villette,La Villette,A3,,46.745812,1.922768
tn,ksar djedid,Ksar Djedid,34,,32.683333,10.9
cn,shijia,Shijia,32,,29.64136,104.998917
tr,kizilsivat,Kizilsivat,26,,39.683333,31.116667
mg,soarana,Soarana,06,,-20.6,44.4
sn,ribo kodiole,Ribo Kodiolé,10,,14.4166667,-14.75
hu,cseberer,Cseberér,20,,47.083333,20.333333
pl,jodeliszki,Jodeliszki,81,,54.18924,23.366124
cn,xinluokeng,Xinluokeng,03,,27.929554,114.953234
af,qarah chah,Qarah Chah,03,,36.336307,69.118215
sa,muhaylah,Muhaylah,11,,18.546389,42.048889
in,alur,Alur,02,,15.383333,77.233333
cn,tazigou,Tazigou,19,,40.296821,119.831649
cn,daliaogou,Daliaogou,24,,38.705444,112.078072
af,sehbangi,Sehbangi,13,,34.509799,69.077111
cu,villa blanca,Villa Blanca,09,,20.3166667,-77.1333333
me,zabove,Zabove,00,,42.294444,19.075833
ph,lauang bato,Lauang Bato,L2,,14.7321,120.9909
co,san bernardo,San Bernardo,28,,3.922781,-74.740903
ir,bakhshabad,Bakhshabad,42,,34.034723,59.285622
th,ban huai ruam,Ban Huai Ruam,46,,12.937861,100.945778
th,ban rai kon,Ban Rai Kon,56,,13.1,99.85
cn,dalinhe,Dalinhe,24,,39.555556,113.361111
af,joye amrud,Joye Amrud,41,,33.683903,65.800472
at,sankt jakob bei winkling,Sankt Jakob bei Winkling,02,,46.733333,14.816667
co,barrancas,Barrancas,29,,3.543889,-76.236667
pg,vunadidir,Vunadidir,10,,-4.3666667,152.15
mn,godli balgasuyn khid,Godli balgasuyn khid,14,,43.3333333,104.7333333
de,wimpasing,Wimpasing,02,,47.85,12.633333
re,savannah usine,Savannah Usine,00,,-20.9666667,55.3166667
ru,bishtinovo,Bishtinovo,08,,55.377755,56.194105
af,kudul-e shadroz,Kudul-e Shadroz,08,,33.495076,67.986087
vn,Ðong nhut,Ðông Nhút,20,,10.865556,106.687778
cn,zhuangqiao,Zhuangqiao,04,,33.841667,118.075
ph,luuk,Luuk,G7,,6.6,122.733333
id,krebet-wetan,Krebet-wetan,08,,-8.1,112.633333
ye,bitah,Bitah,12,,16.0333333,42.9833333
gr,xiraiika,Xiraíika,31,,38.4,21.5333333
vn,vu duong,Vu Duong,11,,21.116667,106.166667
